Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,place_id
The Rock,1996,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,ChIJY-bqepmAhYARSk9Xg_9tcLI,ChIJx0IToLGAj4ARDZRy0wE53Aw,ChIJk0BNgYKChYAR07s__gj4Mkk,ChIJfW9lsm18j4ARlqMzd3GMyew,ChIJHzlSglOEhYARe0AYeMHI1OU,ChIJD68LHxV-hYARbrsIqUJ5v5U,ChIJad3vsFB8j4AR4n-DSE55y6M,ChIJA5jJW0Z4j4ARIbEdb5Pe8t0,ChIJWcg3frGahYARBqZdudAziLQ,ChIJuRZzQYaahYARaPsRcV6pjUY,ChIJ_____yOBj4ARdytYLUBelnI,ChIJq6oaapl-hYAR-xPtXYFCmBo,ChIJFwZtiPB7j4ARnNdxTNWXqzE,ChIJqw8_rIuEhYARzrA5ddcrjbY,ChIJV3vgraZ3j4ARMkp7967XN6w,ChIJ87ubltl5j4ARqSpzSfkE93g,ChIJezVrjzJ5hYARrrwGFehstHY,ChIJbdxdj_N9j4ARpb2vZRn0b-8,ChIJuVRboWSHj4ARTiAZK_acZY8,ChIJN-eISFV6j4ARzKWY-TOJZlE
The Rock,1996,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,ChIJmRyMs_mAhYARpViaf6JEWNE
The Sweetest Thing,2002,Golden Gate National Recreation Area,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Columbia Pictures Corp.,Columbia Pictures,Roger Kumble,Nancy M. Pimental,Cameron Diaz,Christina Applegate,,ChIJxdYX1GGOhYARiIigVMJ9TOY
The Ten Commandments,1956,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Exteriors of the church were used. ,Paramount Pictures,Paramount Pictures,Cecil B. DeMille,"Jesse L. Lasky, Jr.",Charlton Heston,Yul Brynner,Anne Baxter,ChIJR72bU_CAhYAR7Kzo-OE5GyQ
The Times of Harvey Milk,1984,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",UCLA Film and Television Archive,TC Films International,Rob Epstein,Rob Epstein,Harvey Milk,Harvey Firestein,Anne Kronenberg,ChIJndQGNht-j4ARiXwy1QZmpsk
The Towering Inferno,1974,"Bank of America Building (555 California Street, Financial District)","The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,ChIJgVDtsouAhYARvYch9NRWjkI
The Towering Inferno,1974,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,ChIJuTY-M8eAhYARMpPru1fZ918
The Towering Inferno,1974,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,ChIJX2AfTWGAhYARK51ADFAMZoQ
The Towering Inferno,1974,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,ChIJg2Kun5KAhYARg0g3AF1jbQQ
The Towering Inferno,1974,Firestation #38 (California & Laguna),,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,ChIJFaLi35bv3IARb0c4WbnuAL8,ChIJ2520oBrp3IARXNuyjVqI8Pc,ChIJN0__vyHk3IARcjUYKvrsAZk,ChIJA436weHn3IARQ9hORlOHv5A,ChIJg4WlyqAo3YARy3Tle_P7lps,ChIJHVd2t7Un3YARzUw-jRHSug4,ChIJhfoVQV4u3YARK-eoHqZw8K0,ChIJE06pWTHd3IARri10hKpyoWk,ChIJlYWbK9c13YARKjXqFuUpHco,ChIJuTY-M8eAhYARMpPru1fZ918,ChIJK0NtPYO3woARsaWODzsiMwk,ChIJs6IIW-7424ARXu0Zk3g5qdY,ChIJGSDdazQe6IARjnmJwm7TqU0,ChIJ_84wdOiQwoARDOAWvDGqfOU,ChIJlUeuxhHEwoARFEXjbhnweGo,ChIJTY29G0bOwoARyosT8ISCOX8,ChIJEZGjs-QswoARtDV4yUyfbis,ChIJvTaSLzQUhYARXO9uAyhbM2c,ChIJEUo6tQlIhIARW5YFq8VPoEg,ChIJx8yaIM6t3IAR0jQD3s33tW0
The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,ChIJN2S4EI2AhYAR9J4Qeh1U8Aw
The Wedding Planner,2001,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,ChIJg2Kun5KAhYARg0g3AF1jbQQ
The Wedding Planner,2001,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,EktNYXJ0aW4gTHV0aGVyIEtpbmcgSnIgRHIgJiBNdXNpYyBDb25jb3Vyc2UgRHIsIFNhbiBGcmFuY2lzY28sIENBIDk0MTIyLCBVU0EiZiJkChQKEgkFBWOJQoeFgBHpr8SzkgfdkBIUChIJBQVjiUKHhYAR6a_Es5IH3ZAaFAoSCT8IT9Zzh4WAEW815C_RaJw_GhQKEgmhjHM3QoeFgBEYqQoalNQ98CIKDa8OgxYVetAAtw
The Wedding Planner,2001,Pleasant Street at Taylor,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,EjVQbGVhc2FudCBTdCAmIFRheWxvciBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMDgsIFVTQSJmImQKFAoSCVkliFWNgIWAEVY-mUAOZe7aEhQKEglZJYhVjYCFgBFWPplADmXu2hoUChIJM-jBspKAhYARZ-c4p1FZPdcaFAoSCcmqkIHtgIWAEaAbvSkW3KEyIgoNUcGGFhUUTAm3
The Wedding Planner,2001,Pier 7 (The Embarcadero),,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,ChIJIaJ44V2AhYARvHLLJC9FK7A
The Wedding Planner,2001,Montgomery Street at Union Street,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,EjZNb250Z29tZXJ5IFN0ICYgVW5pb24gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTMzLCBVU0EiZiJkChQKEgnbKB6H9oCFgBHMvQjxPYvzmxIUChIJ2ygeh_aAhYARzL0I8T2L85saFAoSCRtTVhn1gIWAEfUJwZubnszyGhQKEgk3Fk0a6ICFgBFUf08Fdly1rCIKDYP7hxYVj5IKtw
The Wedding Planner,2001,Lincoln Park,The land on which the park stands was a cemetery until the late 1860s. ,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,ChIJb8mSa4OGj4ARp-C_jAc2ru0,ChIJR760Uk2GhYARqZOGfcMz31U,ChIJwfMsmbWAj4ARASWjviWC_rQ,ChIJNQZr1KuHhYARsARKJIUUCzc,ChIJYydpgSF8j4ARt0A7iqqA3Hs,ChIJicR9D6qHhYARID42W9Llsew,ChIJtQ_akqmHhYARPeTRET1bCQ8,ChIJg3RisYSGj4ARGPfHxdAw-tQ,ChIJcdY8KKqHhYARwymFcOE0DwU,ChIJCYf5egeHhYARN3eQqoTve00,ChIJa3n1Wlx-hYARFjmgBO5C17s,ChIJjZWcM76Gj4ARUlhSGPqYo4Y,ChIJXQbgF6d3j4ARMpREynQF210,ChIJ0WKj8suGj4ARzkClzqS0uR4,ChIJyRP42pyAj4ARFxrN1hgDsqw,ChIJ31ZIoemGhYARsA5wXHUAnQY,ChIJ_____9aGhYAROl1iWGkxINI,ChIJccC_YRB8j4ARyWSw9hD_IkI,ChIJNdXUaO-GhYAR7vfNmkFw8ls,ChIJ-f_x3meHhYARBnRptVkCvb8
The Wedding Planner,2001,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,ChIJhVvouY-AhYARt6oYQBabsr8
The Wedding Planner,2001,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,ChIJY-bqepmAhYARSk9Xg_9tcLI,ChIJx0IToLGAj4ARDZRy0wE53Aw,ChIJk0BNgYKChYAR07s__gj4Mkk,ChIJfW9lsm18j4ARlqMzd3GMyew,ChIJHzlSglOEhYARe0AYeMHI1OU,ChIJD68LHxV-hYARbrsIqUJ5v5U,ChIJad3vsFB8j4AR4n-DSE55y6M,ChIJA5jJW0Z4j4ARIbEdb5Pe8t0,ChIJWcg3frGahYARBqZdudAziLQ,ChIJuRZzQYaahYARaPsRcV6pjUY,ChIJ_____yOBj4ARdytYLUBelnI,ChIJq6oaapl-hYAR-xPtXYFCmBo,ChIJFwZtiPB7j4ARnNdxTNWXqzE,ChIJqw8_rIuEhYARzrA5ddcrjbY,ChIJV3vgraZ3j4ARMkp7967XN6w,ChIJ87ubltl5j4ARqSpzSfkE93g,ChIJezVrjzJ5hYARrrwGFehstHY,ChIJbdxdj_N9j4ARpb2vZRn0b-8,ChIJuVRboWSHj4ARTiAZK_acZY8,ChIJN-eISFV6j4ARzKWY-TOJZlE
The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,ChIJuX92JKWAhYARxVmeb8DQIYQ
The Woman In Red,1984,Brocklebank Apartments (1000 Mason Street),,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,ChIJ0aOMJI2AhYARkx6hfa8a-o8
The Woman In Red,1984,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,ChIJRb6WFtWGhYARLN9EOlXR2JI
The Woman In Red,1984,Montgomery Street at Union Street,,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,EjZNb250Z29tZXJ5IFN0ICYgVW5pb24gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTMzLCBVU0EiZiJkChQKEgnbKB6H9oCFgBHMvQjxPYvzmxIUChIJ2ygeh_aAhYARzL0I8T2L85saFAoSCRtTVhn1gIWAEfUJwZubnszyGhQKEgk3Fk0a6ICFgBFUf08Fdly1rCIKDYP7hxYVj5IKtw
The Zodiac,2005,,,Blackwater Films,THINKFilm,Alexander Bulkley,Alexander Bulkley & Kelley Bulkeley,Justin Chambers,Robin Tunney,,None
They Call Me MISTER Tibbs,1970,,,Mirisch Corporation,United Artists,Gordon Douglas,Alan R. Trustman,Sidney Poitier,Martin Landau,Barbara McNair,None
Thief of Hearts,1984,,,Paramount Pictures,Paramount Pictures,Douglas Day Stewart,Douglas Day Stewart,Steven Bauer ,David Caruso,Barbara Williams,None
Time After Time,1979,Lombard & Laguna Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,EjRMb21iYXJkIFN0ICYgTGFndW5hIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEyMywgVVNBImYiZAoUChIJWZyFlduAhYARolGQ8AwiOa0SFAoSCVmchZXbgIWAEaJRkPAMIjmtGhQKEgmXrYGr3YCFgBGsssLdlwsvxBoUChIJN9YKXb-AhYARmngDucoKaNQiCg1s44cWFQx-Brc
Time After Time,1979,Lombard & Fillmore Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,EjZMb21iYXJkIFN0ICYgRmlsbG1vcmUgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTIzLCBVU0EiZiJkChQKEgkbZc-v0ICFgBEJbT_DpCs_RxIUChIJG2XPr9CAhYARCW0_w6QrP0caFAoSCZetgavdgIWAEayywt2XCy_EGhQKEgkv4YyVx4CFgBFsXZ-rnv4ZZCIKDWPOhxYVcbwFtw
Time After Time,1979,Lombard & Divisadero Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,EjhMb21iYXJkIFN0ICYgRGl2aXNhZGVybyBTdCwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMjMsIFVTQSJmImQKFAoSCU2Nc23UgIWAEeDz9jis6qjrEhQKEglNjXNt1ICFgBHg8_Y4rOqo6xoUChIJl62Bq92AhYARrLLC3ZcLL8QaFAoSCYeWQ5DJgIWAEWTjpL6PUOejIgoNtKmHFhUtvAS3
Time After Time,1979,Lombard & Broderick Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,EjdMb21iYXJkIFN0ICYgQnJvZGVyaWNrIFN0LCBTYW4gRnJhbmNpc2NvLCBDQSA5NDEyMywgVVNBImYiZAoUChIJZ5RmjNSAhYARXA6klW-of7gSFAoSCWeUZozUgIWAEVwOpJVvqH-4GhQKEgmXrYGr3YCFgBGsssLdlwsvxBoUChIJLT3j6cuAhYARJQt1XIDDxMoiCg2CoYcWFW96BLc
Time After Time,1979,Justin Herman Plaza,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJi9fuX5qAhYAR4Vq5RP3Acpg
Time After Time,1979,Intersection of Fulton & 6th Streets (Chinatown),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner
Time After Time,1979,Intersection of California & Grant Streets (Richmond District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner
Time After Time,1979,Hyatt Regency Hotel (5 Embarcadero Center),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJX2AfTWGAhYARK51ADFAMZoQ
Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill)","The mansion of Arabella Huntington, widow of railroad magnate Collis P. Huntington, was destroyed in the 1906 earthquake and fire. Mrs. Huntington the donated the land on which the park now stands to the city.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJzYeZZ42AhYAR7fxkTExkME4
Time After Time,1979,Golden Gate Park,Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJY_dFYHKHhYARMKc772iLvnE
Time After Time,1979,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJw____96GhYARCVVwg5cT7c0
Time After Time,1979,"Ghirardelli Square (900 North Point Street, Fisherman's Wharf)","In 1893, chocolatier Domingo Ghirardelli bought an entire city block to house the headquarters of Ghirardelli Chocolates.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJvXl2weCAhYARjSxnhzrBfNc,ChIJDQx5mOCAhYARw2ItQ3MocZA
Time After Time,1979,Chestnut & Divisadero Streets (Marina District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,EjlEaXZpc2FkZXJvIFN0ICYgQ2hlc3RudXQgU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTIzLCBVU0EiZiJkChQKEglRh_5F1ICFgBHDcHxkQqHmZRIUChIJUYf-RdSAhYARw3B8ZEKh5mUaFAoSCYeWQ5DJgIWAEWTjpL6PUOejGhQKEgmzvTuV3YCFgBGz_YJa26_m6SIKDeTRhxYVZLMEtw
Time After Time,1979,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJIUT7rEOHhYARucp3wM-HhBs
Time After Time,1979,Broadway at Osgood Street (North Beach),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,EjVCcm9hZHdheSAmIE9zZ29vZCBQbGFjZSwgU2FuIEZyYW5jaXNjbywgQ0EgOTQxMzMsIFVTQSJmImQKFAoSCSOZlgv1gIWAEduEQlnDGT7FEhQKEgkjmZYL9YCFgBHbhEJZwxk-xRoUChIJ__fUys-AhYARyM2wEFZictQaFAoSCa9E_BL1gIWAEWlkfD6QO5lpIgoNVJGHFhUVxQq3
Time After Time,1979,2340 Francisco Street,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJt0d-p9WAhYARtvzQmBDQP40
Time After Time,1979,100 Block of Union Street (Cow Hollow),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,EioxMDAgVW5pb24gU3QsIFNhbiBGcmFuY2lzY28sIENBIDk0MTExLCBVU0EiGhIYChQKEgkj-nIH9oCFgBEW4bKB7Q1_IxBk
Time After Time,1979,Old St. Mary's Church (660 California Street at Grant),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJl3ZcoouAhYAR1DI821H-LUw
Time After Time,1979,United Nations Plaza (Civic Center),United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJ60hDVZeAhYAReuCqOWYsr_k,ChIJYTKuRpuAhYAR8O67wA_IE9s
Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJG9bTskt-j4ARBhzzHMYn48c,ChIJx6fq5DV-j4ARm30yU_N7q5Q
Time After Time,1979,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJRb6WFtWGhYARLN9EOlXR2JI
Time After Time,1979,One Embarcadero Center (Financial District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJNfYgs2GAhYAR1OP9x3YUHqs
Time After Time,1979,Merchant Exchange (465 California Street at Leidesdorff),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJy22QEoqAhYARNr8INTDaMwc
Time After Time,1979,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,ChIJjyKqpymBhYARF2UzhAo9pno
Tin Cup,1996,,,Regency Enterprises,Warner Bros. Pictures,Ron Shelton,John Norville,Kevin Costner,Rene Russo,,None
To the Ends of the Earth,1948,,,Kennedy-Buckman Pictures,Columbia Pictures,Robert Stevenson,Jay Richard Kennedy,Dick Powell,Signe Hasso,Maylia,None
True Believer,1989,,,Columbia Pictures Corporation,Columbia Pictures,Joseph Ruben,Wesley Strick,James Woods,"Robert Downey, Jr.",,None
Tucker: The Man and His Dream,1988,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Lucasfilm,Paramount Pictures,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Joan Allen,Marin Landau,ChIJY-bqepmAhYARSk9Xg_9tcLI,ChIJx0IToLGAj4ARDZRy0wE53Aw,ChIJk0BNgYKChYAR07s__gj4Mkk,ChIJfW9lsm18j4ARlqMzd3GMyew,ChIJHzlSglOEhYARe0AYeMHI1OU,ChIJD68LHxV-hYARbrsIqUJ5v5U,ChIJad3vsFB8j4AR4n-DSE55y6M,ChIJA5jJW0Z4j4ARIbEdb5Pe8t0,ChIJWcg3frGahYARBqZdudAziLQ,ChIJuRZzQYaahYARaPsRcV6pjUY,ChIJ_____yOBj4ARdytYLUBelnI,ChIJq6oaapl-hYAR-xPtXYFCmBo,ChIJFwZtiPB7j4ARnNdxTNWXqzE,ChIJqw8_rIuEhYARzrA5ddcrjbY,ChIJV3vgraZ3j4ARMkp7967XN6w,ChIJ87ubltl5j4ARqSpzSfkE93g,ChIJezVrjzJ5hYARrrwGFehstHY,ChIJbdxdj_N9j4ARpb2vZRn0b-8,ChIJuVRboWSHj4ARTiAZK_acZY8,ChIJN-eISFV6j4ARzKWY-TOJZlE
Tweek City,2005,,,Tweek City LLC,Maverick Entertainment Group,Eric G. Johnson,Eric G. Johnson,Giuseppe Andrews,,,None
Twisted,2004,"Red's Java House (Pier 30-32, The Embarcadero)",,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJiY_eI3eAhYAR8vNmNvBc7j4,ChIJRdtRynaAhYARagrKDgRYYHM,ChIJ29GgPXGAhYAROquicBZOt0U
Twisted,2004,Piers 30-32,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJiY_eI3eAhYAR8vNmNvBc7j4
Twisted,2004,Pier 39,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJHSGzi_yAhYARnrPmDWAx9ro
Twisted,2004,Mojito (1337-1339 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJCb8--fOAhYARn2xqFvDSyfs
Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJ_T25cNd_j4ARehGmHe0pT84
Twisted,2004,Veterans' War Memorial Building (401 Van Ness Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJDcKAsJmAhYARNzuMuuoT0mk,ChIJ5cCAsJmAhYARpydBWhvUCnY,ChIJ5cCAsJmAhYAR6UbX6Yg9soA,ChIJo7RPupmAhYARsSe44RLtl-E,ChIJ7UVGDpmAhYARBt5goMZ-AO0
Twisted,2004,,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,None
Twisted,2004,La Bodega (1332 Grant Avenue at Vallejo),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,
Twisted,2004,Vesuvio Café (255 Columbus Avenue),Jack Kerouac was a regular at the café.,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJT2cmiPSAhYARwyhb3VgcriM
Twisted,2004,The Saloon (1232 Grant Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,ChIJxxm2CvSAhYAR1R_FpXZLDtc
Under the Tuscan Sun,2003,Mecca Restaurant (2029 Market Street),,Touchstone Pictures,Buena Vista Pictures,Audrey Wells,Audrey Wells,Diane Lane,Sandra Oh,,ChIJ5fkCSB5-j4AReJwtptSB-y0
Until the End of the World,1991,"Tosca Café (242 Columbus Avenue, North Beach)",,Village Roadshow Pictures,Warner Bros. Pictures,Wim Wenders,Wim Wenders,Solveig Dommartin,,,ChIJ2xNJivSAhYARhivCKSIaZCY
Vegas in Space,1992,Project Artaud (Florida Street),,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,Doris Fish,Miss X,Ginger Quest,ChIJ7SIucDB-j4ARvilAMVK_nGs
